GeneCluster	X1	X2	p.value
TASP1.1	2	-0.24	0.377	0.0108911857458667
CYB5D1.1	2	-0.253	0.505	0.00215606335800407
TMEM155.1	1	0.317	-0.403	0.000546745549183573
YARS2.1	1	0.246	-0.279	0.0195985014109833
UBXN6.1	2	-0.259	0.187	0.044503070079633
SYDE2.1	2	-0.377	0.105	0.0156843740226315
HEATR5A.1	1	0.499	-0.442	3.07976655432292e-05
SLC14A1.1	2	-0.311	0.276	0.00683474566360202
TMEM216.1	2	-0.242	0.345	0.0095142756794463
MASTL.1	1	0.352	-0.361	0.00100449725002689
COPS5.1	1	3.361	0.37	2.71068465090376e-08
ASAP2.1	1	0.421	-0.227	0.00651775519212211
CRISPLD1.1	2	-0.482	0.084	0.00596234934936598
GART.1	1	0.752	-0.253	0.000201854517318783
MTMR3.1	2	-0.287	0.346	0.00325028529676597
MCOLN3.1	2	-0.39	0.183	0.00353178060456809
NIF3L1.1	1	0.279	-0.277	0.0158306220344982
DFFA.1	2	-0.927	0.137	1.1281466451445e-05
ADCY3.1	1	0.803	-0.459	1.22022908280494e-07
FAM167B.1	1	0.069	-0.425	0.0165022608570121
SLC1A1.1	1	0.736	-0.578	1.77990530892095e-07
ALG2.1	1	0.557	-0.395	0.000275203610201525
CGN.1	2	-0.521	0.493	5.72699807561934e-07
NANS.1	1	0.474	-0.506	1.52590986264814e-06
DCTN3.1	2	-0.711	0.639	1.71481915147799e-07
DOK2.1	1	0.582	-0.192	0.00118387099200816
RAPGEF3.1	2	-0.657	0.589	1.71658528441293e-10
NDUFS1.1	1	0.364	-0.369	0.00140567569765013
USP35.1	1	0.299	-0.265	0.00876992968331171
FAM129B.1	2	-0.22	0.361	0.0207572321763664
DNALI1.1	2	-0.563	0.479	1.1448355240268e-07
NAT1.1	1	0.293	-0.314	0.0126451028294594
GUCY1A3.1	1	0.326	-0.392	0.000792217610159554
ESM1.1	1	0.22	-0.26	0.0271590593815881
KCNQ2.1	1	0.34	-0.421	0.000207582282495698
FAM120A.1	1	0.289	-0.271	0.0129723012255256
POMZP3.1	2	-0.267	0.348	0.00916630593142522
PIK3C2B.1	1	0.317	-0.255	0.0083076896526581
RGS3.1	2	-0.235	0.255	0.0300304616591215
SAFB.1	2	-0.377	0.333	0.000674332947202766
GUCY1B3.1	1	0.36	-0.379	0.000390087269121744
IFI27L2.1	2	-0.199	0.363	0.021252249071866
RABIF.1	1	0.576	-0.316	0.000106018720044945
NUP214.1	2	-0.226	0.265	0.0471403890789383
LRRC8E.1	2	-0.438	0.316	0.000430706695209204
UNC13B.1	2	-0.57	0.573	1.01978523266989e-06
MYEF2.1	1	0.325	-0.268	0.0245854540947368
WNK1.1	1	0.519	-0.632	8.3896014717036e-08
TRPM2.1	1	0.49	-0.426	3.72112558976954e-05
RALGPS1.1	2	-0.241	0.27	0.0315974862373059
SEMA4D.1	1	0.235	-0.359	0.00539467614638308
DAPK2.1	1	0.331	-0.375	0.000981651624447004
CLEC7A.1	1	0.294	-0.378	0.00161390385287341
SPATA5L1.1	1	0.19	-0.263	0.0444836394442686
ZNF211.1	2	-0.444	0.444	3.25408054464609e-05
SERPINB8.1	1	0.478	-0.507	1.96095205657843e-06
DUOX2.1	2	-0.348	0.283	0.00296310201116753
SCG2.1	1	0.194	-0.248	0.0355993815744918
ZNF548.1	2	-0.291	0.309	0.0118167936990668
MFAP2.1	2	-0.777	0.28	4.35190465304735e-08
ATP9A.1	1	0.832	-0.469	2.48593139053151e-07
CARD14.1	1	0.284	-0.495	0.000162063579553508
PPP1R3G.1	1	0.024	-0.531	0.00375528006386896
DDX55.1	1	0.232	-0.23	0.0431664906316835
DNAJC1.1	1	0.314	-0.334	0.00305310586751729
ZFP64.1	2	-0.374	0.662	0.000602795981927367
NCKAP1L.1	1	0.321	-0.348	0.00175052714019369
CCNY.1	2	-0.265	0.234	0.0250494708886578
SLFN5.1	1	0.415	-0.262	0.0102704856306347
RPL21.1	2	-0.404	0.383	0.000211469979129767
PANX2.1	1	0.459	-0.497	2.64155932039518e-06
TNFSF10.1	1	1.828	0.003	0.00245135942929476
NECAB2.1	1	0.383	-0.47	1.23220130217197e-05
FLNC.1	1	0.263	-0.25	0.0175614559980144
PATZ1.1	2	-0.221	0.448	0.00360271313504213
GHRL.1	2	-0.43	-0.018	0.0100303443644832
FKBP10.1	1	0.681	-0.572	3.57996419857859e-09
B3GALTL.1	1	0.237	-0.405	0.0030598808150769
ICOS.1	1	0.272	-0.336	0.0034422907899487
KCTD6.1	2	-1.312	-0.026	3.6216917730653e-09
STX18.1	1	0.832	-0.314	4.38703625169595e-05
TNFSF4.1	1	0.291	-0.298	0.00523429029901718
VGF.1	1	0.299	-0.333	0.00266061746401631
LRRIQ3.1	2	-0.328	0.143	0.0289749279462024
MTRF1.1	1	0.285	-0.374	0.00205245411568285
PREB.1	1	0.613	-0.125	0.00555972312928604
CENPA.1	1	0.599	-0.264	0.0019467601481618
CD84.1	1	0.318	-0.302	0.00359770537520614
GPNMB.1	1	0.623	-0.364	9.06196960207488e-05
RNF152.1	1	0.277	-0.275	0.0113643793136507
HIST2H2AA3.1	1	0.222	-0.244	0.0236801244515768
RPS21.1	2	-0.335	0.561	0.00052046917405757
NUP153.1	2	0.411	1.861	0.00187987001174096
HSPA1A.1	2	-0.002	0.373	0.043320522612772
ZBTB11.1	2	-0.442	-0.032	0.0206149993568599
CCNG2.1	2	-0.35	0.29	0.00288909378696497
MARCH2.1	2	-0.358	0.438	0.000478628103234528
FLOT2.1	1	0.436	-0.174	0.00947482620602183
B9D2.1	1	0.475	-0.483	9.27686479198898e-06
MVK.1	2	-0.249	0.219	0.0393331225811371
ACTR8.1	2	-1.43	-0.092	6.19145803926874e-10
PPP1R16A.1	2	0.932	1.918	0.0190713347665384
FAR2.1	1	0.28	-0.286	0.00995288273365051
SORD.1	1	0.656	-0.574	1.11943363208779e-06
DPY19L2P2.1	2	-0.314	0.263	0.00673063119990293
GPATCH4.1	1	0.315	-0.24	0.0113694852974987
TRIM26.1	2	0.375	1.666	0.00150859983615885
COG5.1	1	0.566	-0.405	5.34600303212908e-05
TACSTD2.1	1	0.534	-0.328	0.021768321440041
SLC33A1.1	2	-0.474	-0.017	0.016521039860426
DET1.1	2	-0.638	0.526	2.27296078318532e-08
HJURP.1	1	0.326	-0.351	0.00141102604362765
TSPYL1.1	2	-0.509	0.019	0.0313672422567913
STIL.1	1	0.111	-0.551	0.00140681518706016
ABHD1.1	2	-0.289	0.341	0.00500821496440649
TAF1B.1	1	0.389	-0.193	0.0250450648254825
FEZ1.1	1	0.419	-0.562	1.23283567409075e-06
LRTOMT.1	2	-0.166	0.434	0.0120514660600037
HOOK1.1	2	-0.549	0.243	3.4631807675601e-05
LPIN1.1	2	-0.606	0.675	4.37606664219765e-11
PGM5.1	1	0.207	-0.293	0.0146495830111143
CNRIP1.1	2	-0.274	0.433	0.00153377179705711
KLRK1.1	1	0.288	-0.349	0.00266377399482316
DKKL1.1	2	-0.541	0.709	4.85332202245145e-07
UBR1.1	1	0.357	-0.427	0.00029153301056504
NISCH.1	2	-1.742	-0.092	1.00936488649422e-13
FBXO33.1	1	0.226	-0.222	0.0480917637118996
IL1R2.1	1	0.4	-0.429	0.000106127203028963
ESR1.1	1	0.297	-0.514	7.73738438498616e-05
PIGB.1	1	0.517	-0.509	2.60684359654723e-06
NT5M.1	1	0.354	-0.193	0.0170812363333991
SLC26A1.1	1	0.472	-0.258	0.00442453731461727
LRRIQ4.1	2	-0.656	-0.056	0.000271519164038599
CHAC2.1	1	0.499	-0.355	0.00437036786985355
NR2C2AP.1	2	-0.366	0.459	0.000356758322788001
ERC1.1	2	-0.281	0.208	0.0287627233474527
RPL34.1	2	-0.429	0.328	0.000409031363606105
SUDS3.1	1	0.334	-0.218	0.0236997780648737
ABCA8.1	1	0.248	-0.342	0.0074198573328909
IPO4.1	2	-0.318	0.372	0.00169190961112734
COPB1.1	1	0.33	-0.459	0.000212275465642889
ARHGAP28.1	2	-0.388	0.36	0.000511271489175851
TG.1	2	-0.488	-0.206	0.0205934077868403
SGK1.1	1	0.094	-0.464	0.0036393271366944
EHHADH.1	2	-1.087	-0.049	1.04507825799851e-08
RANBP9.1	2	0.355	1.248	0.0129733074743725
VWA5A.1	2	-0.469	0.482	1.54597087255323e-06
CD34.1	1	0.188	-0.246	0.0405856562779882
LAYN.1	1	0.495	-0.57	5.77171489098823e-08
UBE2F.1	1	0.241	-0.278	0.024768162684951
HPS4.1	2	-0.193	0.267	0.0383034118229699
KIF13A.1	2	0.281	1.372	0.00224446076974637
DCDC2.1	2	-0.415	0.929	2.88612984667186e-06
ZSCAN5B.1	2	-0.447	0.54	4.29818594728795e-06
FLCN.1	1	0.211	-0.328	0.0153798765950377
LRRK1.1	2	-0.468	0.28	0.000913858913382697
RYBP.1	2	-1.077	-0.041	1.8052230414194e-07
SUGT1.1	1	0.552	-0.617	1.44822207737327e-08
FNDC3A.1	1	0.196	-0.314	0.0183162078582732
ZNF540.1	2	-0.596	0.637	7.9468720443902e-10
NRGN.1	1	0.293	-0.275	0.00807251925718677
ZAP70.1	1	0.299	-0.336	0.00245049632045784
KCNAB2.1	2	-0.472	0.015	0.0216520206451174
CREG1.1	2	-0.308	0.408	0.000763224564101164
FBXO15.1	2	-0.471	0.444	1.16574684123034e-05
B3GNT5.1	1	0.613	0.023	0.0106702072836737
PDXP.1	2	-0.142	0.31	0.04807659112309
PEX10.1	2	-0.621	0.019	0.00691594401629523
HAUS4.1	2	-0.43	0.335	0.00043664986323482
ATP2A2.1	1	0.461	-0.543	1.58828903889209e-06
PARP4.1	1	0.35	-0.434	0.000187098309929971
PSMG4.1	2	0.118	1.168	0.000147464772748077
HNRNPA1.1	2	-0.481	0.432	1.31416117978465e-05
CAPZA1.1	1	0.204	-0.52	0.000760316426471639
SLAMF6.1	1	0.255	-0.297	0.00866733043614654
TCF12.1	1	0.59	-0.601	1.07085859118273e-08
VTN.1	1	0.678	-0.341	0.000244755652100116
HECTD1.1	1	0.582	-0.601	8.04887093457883e-09
CDC42EP4.1	2	-0.098	0.535	0.0164991770381258
CDK5R1.1	1	0.304	-0.339	0.00308090072211322
PHF1.1	2	-0.359	1.642	9.94406488974432e-09
HLCS.1	1	0.788	-0.526	7.75794407514217e-09
SLC7A11.1	1	0.24	-0.245	0.0231590677913503
RNASE4.1	2	-0.69	0.616	1.86732129885682e-11
PLXND1.1	2	-0.86	-0.046	4.40653609551303e-06
GBE1.1	2	-0.751	-0.032	3.34430734737731e-05
DTD1.1	2	-0.374	0.624	0.000118433248197438
PBRM1.1	2	-0.668	-0.059	0.000678097992731381
RAD18.1	2	-0.653	-0.007	0.000271917260702519
PDS5A.1	1	0.688	-0.33	9.04917258315913e-05
ZNF649.1	2	-0.454	0.523	4.38616825228074e-06
NPC2.1	2	-0.287	0.328	0.00661984776516636
BPGM.1	1	0.457	-0.386	9.5187836267779e-05
AMT.1	2	-0.334	0.081	0.0376250650923833
PLEKHG3.1	2	-0.399	0.418	0.000146757466649715
CCDC152.1	1	0.264	-0.243	0.02361500996146
EFTUD2.1	1	0.486	-0.159	0.0246476077904928
CSTA.1	1	0.549	-0.033	0.0348978225473216
RAB8A.1	1	0.362	-0.313	0.00231317585354944
ZNF821.1	2	-0.523	0.16	0.00119298250540614
LILRB2.1	1	0.351	-0.331	0.00158653551761482
TFDP1.1	1	0.284	-0.275	0.00938024168698054
TFF3.1	2	-0.472	0.51	1.26133654075283e-06
ZNF573.1	2	-0.235	0.199	0.0472223056269407
HUS1B.1	2	-0.099	0.688	0.00687642141993122
SETD7.1	1	0.307	-0.361	0.00207945437005997
SLC2A4.1	2	-0.218	0.309	0.0239967764550666
TUBB.1	2	0.123	1.9	2.66532081559088e-06
HNRNPUL1.1	2	-0.417	0.475	2.96905662138666e-05
FRMD8.1	1	0.259	-0.204	0.0382471263949673
NAPSA.1	2	-0.46	0.489	4.76283103846144e-06
MTFR1.1	1	4.118	0.352	2.12909968863227e-06
MPZL1.1	1	0.419	-0.172	0.0110969318414191
LSM2.1	2	0.052	2.312	1.38225729050715e-07
BTBD19.1	1	0.159	-0.514	0.000925781496983683
TSPAN31.1	1	0.559	-0.55	5.10030578585364e-07
WSCD1.1	1	0.54	-0.39	0.000219381796657846
BBC3.1	2	-0.249	0.319	0.0340960239349053
MAP2.1	1	0.414	-0.336	0.00094354951436277
POLR2K.1	1	3.667	0.77	1.15720591933766e-05
HCG11.1	2	0.17	1.436	0.00137927882868284
BEND3.1	2	-0.503	0.465	3.3982907491781e-06
GRAMD1A.1	2	-0.349	0.35	0.00144658130953653
WIPF1.1	1	0.232	-0.231	0.0345376724238617
ZNF197.1	2	-0.988	-0.047	1.01254023246417e-07
OSBPL6.1	1	0.407	-0.485	1.1766789346017e-05
SRD5A3.1	1	0.687	-0.551	4.2654632294558e-09
TK1.1	1	0.377	-0.117	0.027638545812732
RHPN2.1	1	0.202	-0.291	0.0239662739277431
CLCC1.1	1	0.17	-0.58	0.000763829755880617
CTAGE9.1	2	-0.311	0.1	0.0364839770108577
GBP3.1	1	0.197	-0.382	0.00259705309505435
MACF1.1	1	0.154	-0.717	3.45002871211967e-05
ROPN1B.1	2	-1.754	-0.086	4.80582560598702e-16
CCRN4L.1	1	0.639	-0.548	3.10622629969002e-07
ADAMTS13.1	2	-0.155	0.321	0.0393657346708643
SIK1.1	2	-0.5	0.518	5.32228177293749e-07
PRR5L.1	1	0.517	-0.531	1.50879873726399e-07
ADAMTS9.1	1	2.049	0.002	0.00011828900593629
GGT1.1	1	0.474	-0.432	1.4227738937052e-05
FAM65B.1	2	0.109	0.973	0.0301187657618359
ABCB8.1	1	0.658	-0.455	1.33001661585931e-06
JDP2.1	1	0.489	-0.427	3.19620983656119e-05
KCNJ12.1	2	-0.497	0.465	2.16124398148252e-06
UBAC2.1	1	0.441	-0.3	0.0021125268607495
SF3A1.1	2	-0.162	0.359	0.0253208500778731
RPS9.1	2	-0.473	0.493	4.16428192358896e-06
CAPN7.1	2	-0.662	-0.025	0.000448459958893967
TCF19.1	2	-0.039	1.237	9.9018661169044e-08
RNF19B.1	1	-0.087	-0.594	0.0270597004088575
AGAP3.1	2	-0.189	0.331	0.0273645002996006
TICAM2.1	1	0.457	-0.524	1.89119548740816e-06
TCF7L1.1	2	-0.145	0.419	0.0212672060702537
SLC17A5.1	1	0.324	-0.427	0.000300942788168081
TRAT1.1	1	10.293	-0.055	0.00570887623999926
TOMM7.1	2	-0.408	0.778	0.000118073345719112
PCBP2.1	2	-0.332	0.318	0.0048760885978855
GSTP1.1	2	-0.297	0.54	0.000411985177912364
GLUD1.1	1	0.393	-0.393	0.000254522750151997
SRF.1	2	0.154	2.558	2.28835426711437e-07
SSPN.1	2	-0.334	0.256	0.00637641957982163
PIAS2.1	1	0.369	-0.371	0.000736376267333221
NEFH.1	1	0.388	-0.197	0.0353462761669276
BAX.1	1	0.617	-0.617	7.99348500667452e-10
MAG.1	2	-0.364	0.327	0.00112949371385118
MRPL44.1	1	0.379	-0.444	8.55074909549861e-05
BMPR1B.1	1	0.406	-0.393	0.000155904190638551
NAGS.1	1	0.299	-0.292	0.0122107184177586
THAP8.1	1	0.397	-0.382	0.000404293797262626
ART3.1	2	-0.381	0.387	0.000303565649722469
ALDH16A1.1	1	0.384	-0.417	0.000344715086803973
CERKL.1	1	0.321	-0.404	0.000484638748182691
NUDT18.1	2	-0.641	0.134	0.000182700641766703
ZHX3.1	1	0.752	-0.495	7.14332395090444e-08
MINA.1	2	-0.966	-0.111	8.96044716990554e-06
ZNF814.1	2	-0.301	0.302	0.00589962863334875
ASAP1.1	1	5.645	0.623	9.85825545391269e-10
MON1A.1	2	-1.356	-0.111	7.86731782544354e-10
CCDC106.1	2	-0.223	0.326	0.0153899532569187
MTCH2.1	1	0.707	-0.559	4.36328464739391e-09
MAST2.1	1	0.131	-0.541	0.00166394513204785
LYRM4.1	2	-0.229	2.402	1.43307086272684e-18
RAET1K.1	1	0.281	-0.343	0.0106784164724552
LIG3.1	1	0.484	-0.249	0.00262366266486677
ALDH1A3.1	2	-0.266	0.223	0.0231575237197586
TCF4.1	1	0.218	-0.254	0.0312397292970332
LCMT1.1	2	-0.562	0.659	6.82725061529118e-08
MMP11.1	1	0.577	-0.454	2.45049309111763e-06
APOM.1	2	-0.376	1.269	5.1243155390454e-10
NUP85.1	1	0.784	-0.607	1.56862276175938e-12
RBPMS.1	2	-0.641	0.229	7.61404984492708e-05
BCAN.1	2	-0.203	0.289	0.0374495323405282
IDH2.1	1	0.653	-0.692	2.56352858699705e-10
CPD.1	2	-0.34	0.214	0.012423949627072
NAV1.1	2	-0.221	0.649	0.00221759586905114
UNC13D.1	1	0.183	-0.269	0.0293464291001349
PCNA.1	1	0.615	-0.452	2.33556741551478e-06
AKIRIN2.1	2	-1.04	0.431	0.000106879566548226
OSMR.1	1	0.272	-0.267	0.0151091557907993
P4HA2.1	1	0.659	-0.709	1.88364727557585e-12
USP43.1	2	-0.379	0.27	0.00236368937854912
KYNU.1	2	-0.304	0.239	0.00989386786452681
PYGO1.1	1	0.201	-0.28	0.0267912590927764
SRGAP1.1	1	0.264	-0.347	0.00501305032051138
ZNF473.1	2	-0.358	0.448	0.00109758808839739
ANKDD1A.1	1	0.522	-0.565	1.16606538459938e-07
FTSJ2.1	1	0.783	-0.171	0.00406901821417707
TDRD3.1	2	-0.278	0.221	0.0189280301557686
SLC29A4.1	1	0.544	-0.471	3.15100840415027e-06
BRD4.1	2	-0.311	0.34	0.00262546080538738
ELAC1.1	1	0.374	-0.341	0.00143802320982839
ATN1.1	2	-0.238	0.309	0.0151809905304274
BMP1.1	1	0.373	-0.162	0.0355358770077252
PRDX3.1	1	0.343	-0.361	0.00122864318344799
SNURF.1	1	0.267	-0.265	0.0268187132513902
RPS17.1	2	-0.531	0.423	4.43744765903076e-06
NR2C2.1	2	-0.601	0.03	0.000992300193852778
QTRT1.1	2	-0.235	0.28	0.02625843036392
TSPAN14.1	2	-0.598	0.579	6.4089694336535e-09
TCHH.1	1	0.418	-0.41	6.1109829561125e-05
DBN1.1	2	-0.323	0.31	0.003381720132763
RSL1D1.1	2	-0.262	0.173	0.0459018446899558
SEC22B.1	1	0.135	-0.392	0.0165911759614544
SKIV2L2.1	1	0.445	-0.445	5.95858676387677e-05
GJA4.1	1	0.299	-0.302	0.0151694003587743
CLTC.1	1	0.474	-0.386	3.71043010502837e-05
RPS10P7.1	2	-0.365	0.644	6.02781642623264e-05
TRIB1.1	1	3.674	0.161	3.51949297548856e-10
FAM50B.1	2	0.018	3.739	4.47765723729612e-09
DNAJC4.1	2	-0.374	0.498	4.16129591096523e-05
ZDHHC5.1	1	0.772	-0.362	4.32786410845715e-06
DCP1A.1	2	-0.866	-0.024	2.23086524639656e-06
IL24.1	1	0.26	-0.266	0.0170082411657821
TMEM5.1	2	-0.304	0.251	0.0137355245437019
HK1.1	1	0.362	-0.361	0.000839522973228502
FHIT.1	2	-0.872	-0.02	1.40051657416649e-05
NPB.1	2	-0.224	0.55	0.00377047809279893
DVL1.1	2	-0.64	0.06	0.00119063280437944
FAM72D.1	1	0.699	-0.407	3.38719138860347e-06
ZNF559.1	2	-0.25	0.26	0.0211628004614949
TMEM203.1	2	-0.694	0.661	1.08469354599232e-08
ZNF229.1	2	-0.454	0.506	1.31417950482725e-05
CCL28.1	2	-0.443	0.398	6.51458157950242e-05
LRFN3.1	2	-0.196	0.27	0.0389217212837413
TMEM180.1	2	-0.356	0.347	0.00120743551350925
NPNT.1	1	0.408	-0.35	0.000942035261632557
ISPD.1	2	-0.578	0.532	1.94677418191041e-08
SRXN1.1	1	0.62	-0.208	0.0146759497038539
ZNF311.1	2	-0.149	2.289	8.7264058114708e-09
KLHL24.1	2	-0.969	-0.055	2.93506720642152e-07
BNIP1.1	1	0.592	-0.74	5.82045823192158e-11
DIRAS1.1	1	0.242	-0.221	0.0370964554215499
CRELD2.1	1	0.614	-0.442	1.80022635746275e-06
EIF2S1.1	1	0.543	-0.53	3.96068154966531e-07
UBQLN4.1	2	-0.407	0.635	2.09292322199474e-05
NODAL.1	2	-0.243	0.194	0.0497826682770075
DERA.1	2	-0.456	0.386	0.000135431176701418
FBXL13.1	2	-0.385	0.36	0.000370744822741359
IER5.1	1	0.413	-0.402	0.00040916419140489
KRT10.1	1	0.284	-0.365	0.00201917033119907
DOCK2.1	1	0.256	-0.273	0.0157368295685706
ACOT2.1	1	0.527	-0.408	3.91167333762194e-05
EHMT2.1	2	0.099	2.156	6.39083515146839e-06
RIPK1.1	2	0.378	1.195	0.0255216598906453
SENP8.1	1	0.337	-0.273	0.00962525768788993
PSMB5.1	1	0.4	-0.318	0.00214346780991472
HDDC2.1	2	-0.687	-0.167	0.0427871445480883
SYN2.1	2	-0.819	-0.035	0.00117147486362944
RPL27A.1	2	-0.339	0.339	0.00158998066121063
SNRNP35.1	1	0.323	-0.316	0.00422163271166097
MYOF.1	1	0.266	-0.283	0.0128040411484564
HIGD1B.1	1	0.421	-0.465	6.94963344581367e-05
JMJD1C.1	1	0.263	-0.287	0.0129501226071656
SF3B5.1	2	-0.645	0.168	0.00364312489143158
FKBP11.1	1	0.715	-0.649	5.47848382602879e-12
MED6.1	1	0.664	-0.563	1.81764511871138e-07
EZR.1	1	0.206	-0.458	0.00755426661063576
ZNF280A.1	1	0.323	-0.244	0.0110572564863528
ARID5B.1	1	0.239	-0.252	0.0263641176164053
SCG3.1	1	0.319	-0.339	0.00199118270723933
SUPV3L1.1	1	0.287	-0.317	0.00629260740525172
SUMF2.1	1	0.924	-0.611	2.97220959909615e-12
SRCIN1.1	1	0.551	-0.473	4.15112263922821e-06
PSG5.1	2	-0.257	0.226	0.0248654200477835
GNG4.1	1	0.442	-0.201	0.00977377643857445
SYNGR4.1	1	0.216	-0.284	0.0213157152366741
TECPR2.1	1	0.413	-0.145	0.04027038550523
TTC1.1	1	0.225	-0.348	0.0165070661664443
TMEM38A.1	2	-0.357	0.361	0.000960372229991698
WASF1.1	2	-0.577	0.248	0.00133082464869274
THY1.1	1	0.44	-0.356	0.00142542265553314
IGFBP2.1	1	0.478	-0.553	2.59022672260149e-07
PVRL3.1	1	0.919	-0.009	0.000335476421378766
TINF2.1	1	0.567	-0.37	0.000496232652417159
LRRFIP2.1	2	-1.016	0.046	2.86136888458226e-06
KIAA1429.1	1	2.738	0.578	7.07167456490358e-06
TXNDC5.1	2	0.413	2.639	7.1958973242106e-08
GPR135.1	1	0.349	-0.397	0.000512449834478297
CPS1.1	2	-0.49	0.4	1.1320287625647e-05
VPS37D.1	2	-0.438	0.471	4.9510278321309e-05
NFU1.1	1	0.636	-0.622	1.29586254971938e-10
MGAT4B.1	2	-0.241	0.201	0.045309889902321
FRAT1.1	2	-0.461	0.404	8.88866327927895e-05
TSC22D1.1	1	0.688	-0.673	5.86426766765741e-13
PTTG1.1	1	0.297	-0.362	0.00209209554096534
CIDEC.1	2	-0.343	-0.02	0.0353230441373524
ZCRB1.1	1	0.285	-0.264	0.0126135377223024
REXO1.1	2	-0.372	0.362	0.000619352855682304
BTF3.1	2	-0.441	0.332	0.000450940738800378
NKAIN3.1	2	-0.141	0.381	0.0475029371688474
PLCD1.1	2	-1.797	-0.011	1.91361913912759e-18
PDE4B.1	2	-0.639	0.432	1.16864082820563e-08
PSMA6.1	1	0.622	-0.597	3.00538491751271e-09
FZD10.1	2	-0.283	0.251	0.0130106497201332
MUM1.1	2	-0.3	0.427	0.00325386620605094
TMEM87B.1	1	0.46	-0.53	1.78204944522892e-06
DNM2.1	1	0.287	-0.203	0.0457427169968975
SLC6A6.1	2	-1.152	0.047	1.63255730507025e-06
ADCK5.1	1	5.317	1.123	1.14823682720368e-11
MN1.1	1	0.332	-0.235	0.0225158672896802
BCKDHA.1	1	0.244	-0.249	0.0285811792944013
RAB42.1	1	0.135	-0.379	0.0102867740280388
CSF1.1	1	0.038	-0.501	0.0123081204520199
HEXIM2.1	1	0.471	-0.186	0.0106193105838561
SLC10A7.1	2	-0.28	0.2	0.0353313593988952
SNAI1.1	1	0.605	-0.194	0.013732478980228
CYP27B1.1	2	-0.593	0.455	6.07367179783596e-07
THADA.1	1	0.769	-0.134	0.00113468213162168
KIF21A.1	1	0.346	-0.409	0.000417686871245925
RPS10.1	2	-0.209	1.907	1.19537485296982e-12
THG1L.1	2	-0.412	0.257	0.00405033415731236
CBX7.1	2	-0.266	0.202	0.0311298070966538
SAT2.1	2	-0.457	0.513	3.92539268196188e-06
PDE5A.1	1	0.233	-0.241	0.0316910467104957
CCDC85C.1	1	0.299	-0.267	0.0115951820538914
ANPEP.1	1	0.43	-0.484	8.68912056749301e-06
TLCD1.1	1	0.696	-0.539	1.78817680971523e-09
DISC1.1	1	0.682	-0.339	0.000149152450589344
PNP.1	1	0.214	-0.257	0.0315594289094388
HIF1A.1	1	0.264	-0.316	0.0105133176538775
CALHM2.1	1	0.79	-0.78	1.52531373424678e-18
ZNF777.1	2	-0.306	0.354	0.0019448185726959
ZFP91.1	1	0.365	-0.46	0.000103677854944453
CCDC159.1	2	-0.229	0.246	0.0349733462994008
TSGA10IP.1	2	-0.316	0.394	0.00217263302490714
CCDC109B.1	1	0.425	-0.425	5.74096683404535e-05
BUB1.1	1	0.346	-0.396	0.000531130685443387
PDS5B.1	1	0.293	-0.393	0.00129650126908927
ITPR2.1	1	0.56	-0.628	1.83024957786083e-09
JAG2.1	1	0.714	-0.766	1.68007787507124e-14
ERAP1.1	1	0.288	-0.231	0.0245117782870484
PYGO2.1	2	-0.305	0.353	0.0021030273148865
CTSF.1	2	-0.379	0.767	5.93523901396433e-05
THEM4.1	2	-0.252	0.295	0.0107160101297771
ZNF521.1	2	-0.269	0.234	0.0227475093391104
TIMELESS.1	1	0.651	-0.603	3.12870114190979e-09
CPN1.1	2	-0.24	0.224	0.0366909668529547
FDX1L.1	2	-0.419	0.499	1.71741114621298e-05
RPL11.1	2	-0.709	0.147	3.06312886716249e-05
GNG5.1	2	-0.657	0.086	0.00119970218239114
DPY19L3.1	1	0.289	-0.373	0.00226796401304919
BPNT1.1	1	0.454	-0.113	0.0297679933561808
ATG2A.1	2	-0.31	0.588	0.00010891427722978
HINFP.1	2	-0.53	0.73	5.25057676766027e-06
TM9SF3.1	1	0.324	-0.351	0.00208917725492786
ESR2.1	1	0.306	-0.348	0.00225277369915259
FBXL17.1	1	0.359	-0.307	0.0039277150825992
CCL26.1	1	0.672	-0.189	0.0462388878117491
BIRC5.1	1	0.341	-0.156	0.0298662849360801
LRAT.1	2	-0.257	0.235	0.0213117290383753
SIK3.1	1	0.576	-0.563	6.58513683396011e-06
FAM193B.1	2	-0.457	0.453	2.70912907200212e-05
EPB41L1.1	1	0.589	-0.175	0.0038776020423874
MBP.1	1	0.507	-0.555	6.53646912300405e-07
MSR1.1	1	0.846	-0.022	0.00546673622862256
PEX11A.1	2	-0.418	0.353	0.000357025322025304
PRRT3.1	2	-1.263	-0.034	1.41186470085736e-07
PARP6.1	2	-0.487	0.421	2.89410595669345e-05
TMEM62.1	1	0.358	-0.419	0.000353841395014073
CNOT6L.1	1	0.459	-0.429	0.000123254452392732
KLHDC2.1	1	0.317	-0.305	0.00645144009361827
ANO6.1	1	0.613	-0.586	7.73289081952373e-09
GPAA1.1	1	2.043	0.927	0.0011105803955288
LEFTY1.1	1	0.248	-0.219	0.0419962170084006
EMP3.1	1	0.474	-0.411	0.000146307266340713
STK32A.1	1	0.549	-0.392	0.000336734744486518
CD3EAP.1	2	-0.54	0.597	1.7746774217438e-07
PRSS23.1	2	-0.278	0.323	0.00674425835140505
LSM12.1	1	0.601	-0.68	1.60225211250678e-09
RPSAP58.1	2	-0.698	0.701	9.26009627007908e-14
